55.0	42.0	18.0
8.0	14.0	4.0
22.0	31.0	45.0
4.0	6.0	1.0
70.0	85.0	25.0
25.0	20.0	5.0
0.0	0.0	0.0
15.0	15.0	10.0
45.0	15.0	50.0
10.0	60.0	5.0
5.0	5.0	25.0
20.0	80.0	75.0
12.0	18.0	8.0
35.0	0.0	10.0
0.0	40.0	0.0
2.0	2.0	2.0
100.0	90.0	30.0
45.0	55.0	10.0
30.0	30.0	30.0
20.0	65.0	70.0
15.0	85.0	5.0
0.0	0.0	15.0
22.0	28.0	12.0
70.0	70.0	40.0
5.0	10.0	50.0
40.0	35.0	15.0
18.0	25.0	0.0
95.0	95.0	95.0
0.0	10.0	5.0
33.0	27.0	14.0
95.0	90.0	45.0
18.0	22.0	6.0
1.0	1.0	1.0
55.0	42.0	18.0
8.0	14.0	4.0
22.0	31.0	45.0
4.0	6.0	1.0
70.0	85.0	25.0
25.0	20.0	5.0
0.0	0.0	0.0
15.0	15.0	10.0
45.0	15.0	50.0
10.0	60.0	5.0
5.0	5.0	25.0
20.0	80.0	75.0
12.0	18.0	8.0
35.0	0.0	10.0
0.0	40.0	0.0
2.0	2.0	2.0
100.0	90.0	30.0
45.0	55.0	10.0
30.0	30.0	30.0
20.0	65.0	70.0
15.0	85.0	5.0
0.0	0.0	15.0
